source_index,source_url,source_title,missing_related_url
13,https://dantri.com.vn/thoi-su/ba-con-tran-dat-bo-vao-vuon-nha-dan-20251211170345150.htm,Ba con trăn đất bò vào vườn nhà dân,https://dantri.com.vn/thoi-su/tran-dat-quy-hiem-ky-da-hoa-dai-hon-1m-bo-vao-gan-nha-dan-20251017105952235.htm
13,https://dantri.com.vn/thoi-su/ba-con-tran-dat-bo-vao-vuon-nha-dan-20251211170345150.htm,Ba con trăn đất bò vào vườn nhà dân,https://dantri.com.vn/thoi-su/tran-dat-va-ran-ho-mang-cung-bo-vao-mot-nha-dan-20250926112847705.htm
13,https://dantri.com.vn/thoi-su/ba-con-tran-dat-bo-vao-vuon-nha-dan-20251211170345150.htm,Ba con trăn đất bò vào vườn nhà dân,https://dantri.com.vn/thoi-su/nguoi-dan-lien-tiep-giao-nop-nhieu-dong-vat-quy-hiem-20250823132625034.htm
14,https://dantri.com.vn/thoi-su/trung-ta-cong-an-bi-dam-tu-vong-cuoc-chien-day-cam-go-trong-thoi-binh-20250910115827472.htm,Trung tá công an bị đâm tử vong: Cuộc chiến đầy cam go trong thời bình,https://dantri.com.vn/phap-luat/thieu-ta-cong-an-bi-dam-tu-vong-lan-cuoi-cung-dua-con-trai-di-hoc-20250909111103753.htm
14,https://dantri.com.vn/thoi-su/trung-ta-cong-an-bi-dam-tu-vong-cuoc-chien-day-cam-go-trong-thoi-binh-20250910115827472.htm,Trung tá công an bị đâm tử vong: Cuộc chiến đầy cam go trong thời bình,https://dantri.com.vn/phap-luat/vu-thieu-ta-cong-an-bi-dam-tu-vong-nghi-can-cam-dao-co-thu-trong-nha-20250908181117948.htm
14,https://dantri.com.vn/thoi-su/trung-ta-cong-an-bi-dam-tu-vong-cuoc-chien-day-cam-go-trong-thoi-binh-20250910115827472.htm,Trung tá công an bị đâm tử vong: Cuộc chiến đầy cam go trong thời bình,https://dantri.com.vn/thoi-su/thu-tuong-cap-bang-to-quoc-ghi-cong-voi-trung-ta-cong-an-hy-sinh-20250910145733403.htm
15,https://dantri.com.vn/thoi-su/toi-nam-vien-long-khong-yen-vi-ngoai-kia-ba-con-dang-cho-20251125103646331.htm,"""Tôi nằm viện lòng không yên vì ngoài kia bà con đang chờ""",https://dantri.com.vn/thoi-su/go-mai-nha-cuu-nguoi-mac-ket-o-tam-lu-mien-trung-20251122133652660.htm
15,https://dantri.com.vn/thoi-su/toi-nam-vien-long-khong-yen-vi-ngoai-kia-ba-con-dang-cho-20251125103646331.htm,"""Tôi nằm viện lòng không yên vì ngoài kia bà con đang chờ""",https://dantri.com.vn/thoi-su/dung-sung-ban-day-giai-cuu-nguoi-dan-bi-nuoc-lu-co-lap-trong-dem-20251119210559207.htm
15,https://dantri.com.vn/thoi-su/toi-nam-vien-long-khong-yen-vi-ngoai-kia-ba-con-dang-cho-20251125103646331.htm,"""Tôi nằm viện lòng không yên vì ngoài kia bà con đang chờ""",https://dantri.com.vn/thoi-su/lu-lut-lich-su-o-mien-trung-con-nguoi-la-con-cua-20251122002729542.htm
16,https://dantri.com.vn/thoi-su/cu-ba-86-tuoi-di-lac-3-ngay-2-dem-trong-rung-sau-20251106175126122.htm,Cụ bà 86 tuổi đi lạc 3 ngày 2 đêm trong rừng sâu,https://dantri.com.vn/thoi-su/cuu-nan-2-du-khach-nuoc-ngoai-di-lac-trong-vuon-quoc-gia-hoang-lien-20251018121741895.htm
16,https://dantri.com.vn/thoi-su/cu-ba-86-tuoi-di-lac-3-ngay-2-dem-trong-rung-sau-20251106175126122.htm,Cụ bà 86 tuổi đi lạc 3 ngày 2 đêm trong rừng sâu,https://dantri.com.vn/thoi-su/giai-cuu-cu-ba-94-tuoi-di-lac-ngat-lim-trong-rung-sau-20240919210719154.htm
16,https://dantri.com.vn/thoi-su/cu-ba-86-tuoi-di-lac-3-ngay-2-dem-trong-rung-sau-20251106175126122.htm,Cụ bà 86 tuổi đi lạc 3 ngày 2 đêm trong rừng sâu,https://dantri.com.vn/thoi-su/nguoi-phu-nu-di-lac-10-nam-tim-duoc-gia-dinh-20251103110932756.htm
16,https://dantri.com.vn/thoi-su/cu-ba-86-tuoi-di-lac-3-ngay-2-dem-trong-rung-sau-20251106175126122.htm,Cụ bà 86 tuổi đi lạc 3 ngày 2 đêm trong rừng sâu,https://dantri.com.vn/giao-duc/ba-gio-tim-kiem-chau-be-di-lac-tren-duong-di-hoc-20251102080326705.htm
17,https://dantri.com.vn/thoi-su/thi-dua-phai-lam-that-hieu-qua-that-mang-lai-loi-ich-cho-nhan-dan-20251018163822687.htm,"""Thi đua phải làm thật, hiệu quả thật, mang lại lợi ích cho nhân dân""",https://dantri.com.vn/thoi-su/hai-phong-thanh-lap-khu-thuong-mai-tu-do-gan-6300ha-20251016162710799.htm
18,https://dantri.com.vn/thoi-su/hien-trang-phao-dai-quan-su-tran-hai-thanh-o-hue-20251213182021457.htm,Hiện trạng pháo đài quân sự Trấn Hải Thành ở Huế,https://dantri.com.vn/thoi-su/nha-luu-niem-me-vua-bao-dai-bi-bo-hoang-la-noi-nguoi-lang-thang-tru-ngu-20250712104402162.htm
18,https://dantri.com.vn/thoi-su/hien-trang-phao-dai-quan-su-tran-hai-thanh-o-hue-20251213182021457.htm,Hiện trạng pháo đài quân sự Trấn Hải Thành ở Huế,https://dantri.com.vn/du-lich/biet-thu-lanh-chua-mien-trung-va-nhieu-di-tich-o-hue-cho-ton-tao-20250426143524282.htm
18,https://dantri.com.vn/thoi-su/hien-trang-phao-dai-quan-su-tran-hai-thanh-o-hue-20251213182021457.htm,Hiện trạng pháo đài quân sự Trấn Hải Thành ở Huế,https://dantri.com.vn/thoi-su/dien-tho-me-vua-gia-long-hoang-tan-bi-dao-xoi-ngon-ngang-20250702123356396.htm
18,https://dantri.com.vn/thoi-su/hien-trang-phao-dai-quan-su-tran-hai-thanh-o-hue-20251213182021457.htm,Hiện trạng pháo đài quân sự Trấn Hải Thành ở Huế,https://dantri.com.vn/thoi-su/hon-108-ty-dong-trung-tu-truong-dai-hoc-quoc-gia-trieu-nguyen-20250913170656808.htm
19,https://dantri.com.vn/thoi-su/chinh-phu-de-xuat-them-chinh-sach-dac-thu-lam-duong-sat-toc-do-cao-20251208145240298.htm,Chính phủ đề xuất thêm chính sách đặc thù làm đường sắt tốc độ cao,https://dantri.com.vn/thoi-su/da-nang-can-hon-19500-ty-dong-de-co-mat-bang-duong-sat-toc-do-cao-20251120160719861.htm
21,https://dantri.com.vn/thoi-su/hoc-va-lam-theo-bac-xay-dung-son-la-ngay-cang-phat-trien-20251009070237833.htm,"Học và làm theo Bác, xây dựng Sơn La ngày càng phát triển",https://dantri.com.vn/thoi-su/gieo-viec-tot-tu-dieu-binh-di-20250712071007280.htm
21,https://dantri.com.vn/thoi-su/hoc-va-lam-theo-bac-xay-dung-son-la-ngay-cang-phat-trien-20251009070237833.htm,"Học và làm theo Bác, xây dựng Sơn La ngày càng phát triển",https://dantri.com.vn/thoi-su/hoc-va-lam-theo-bac-xay-dung-khoi-doan-ket-toan-dan-vung-manh-20241129083225305.htm
22,https://dantri.com.vn/thoi-su/doi-moi-dua-quy-hiem-nang-17kg-mac-luoi-ngu-dan-voi-bao-chinh-quyen-20251202120433070.htm,"Đồi mồi dứa quý hiếm nặng 17kg mắc lưới, ngư dân vội báo chính quyền",https://dantri.com.vn/thoi-su/doi-moi-dua-quy-hiem-nang-13kg-mac-luoi-duoc-nguoi-dan-giai-cuu-20230418201822577.htm
22,https://dantri.com.vn/thoi-su/doi-moi-dua-quy-hiem-nang-17kg-mac-luoi-ngu-dan-voi-bao-chinh-quyen-20251202120433070.htm,"Đồi mồi dứa quý hiếm nặng 17kg mắc lưới, ngư dân vội báo chính quyền",https://dantri.com.vn/thoi-su/phat-hien-ca-the-rua-nui-vang-quy-hiem-nguoi-dan-giao-nop-cong-an-20251001162808041.htm
22,https://dantri.com.vn/thoi-su/doi-moi-dua-quy-hiem-nang-17kg-mac-luoi-ngu-dan-voi-bao-chinh-quyen-20251202120433070.htm,"Đồi mồi dứa quý hiếm nặng 17kg mắc lưới, ngư dân vội báo chính quyền",https://dantri.com.vn/thoi-su/ngu-dan-cuu-ca-the-doi-moi-dua-quy-hiem-mac-luoi-20250308200830751.htm
23,https://dantri.com.vn/thoi-su/vu-25-tram-be-tong-ven-song-o-ha-noi-can-bo-chi-kiem-diem-rut-kinh-nghiem-20251210093408088.htm,Vụ 25 trạm bê tông ven sông ở Hà Nội: Cán bộ chỉ kiểm điểm rút kinh nghiệm,https://dantri.com.vn/thoi-su/11-vu-viec-vi-pham-de-dieu-o-ha-noi-chua-xu-ly-xong-20250915112254915.htm
23,https://dantri.com.vn/thoi-su/vu-25-tram-be-tong-ven-song-o-ha-noi-can-bo-chi-kiem-diem-rut-kinh-nghiem-20251210093408088.htm,Vụ 25 trạm bê tông ven sông ở Hà Nội: Cán bộ chỉ kiểm điểm rút kinh nghiệm,https://dantri.com.vn/thoi-su/de-nghi-ha-noi-xu-ly-dut-diem-25-tram-be-tong-ven-song-hong-20241225135916246.htm
24,https://dantri.com.vn/thoi-su/tam-guong-sang-cua-hai-nu-dang-vien-80-nam-tuoi-dang-20250909145801244.htm,Tấm gương sáng của hai nữ đảng viên 80 năm tuổi Đảng,https://dantri.com.vn/thoi-su/dang-bo-ubnd-tphcm-trao-huy-hieu-dang-cho-66-dang-vien-20250829115930974.htm
24,https://dantri.com.vn/thoi-su/tam-guong-sang-cua-hai-nu-dang-vien-80-nam-tuoi-dang-20250909145801244.htm,Tấm gương sáng của hai nữ đảng viên 80 năm tuổi Đảng,https://dantri.com.vn/thoi-su/nguyen-pho-chu-tich-nuoc-dang-thi-ngoc-thinh-nhan-huy-hieu-45-nam-tuoi-dang-20241104120746311.htm
26,https://dantri.com.vn/thoi-su/hien-thuc-hoa-khat-vong-tphcm-vuon-ra-bien-20251011144453261.htm,Hiện thực hóa khát vọng TPHCM vươn ra biển | Báo Dân trí,https://dantri.com.vn/thoi-su/tphcm-ruc-ro-co-hoa-truoc-them-dai-hoi-dang-bo-nhiem-ky-20252030-20251010192902078.htm
26,https://dantri.com.vn/thoi-su/hien-thuc-hoa-khat-vong-tphcm-vuon-ra-bien-20251011144453261.htm,Hiện thực hóa khát vọng TPHCM vươn ra biển | Báo Dân trí,https://dantri.com.vn/thoi-su/dau-an-cac-ky-dai-hoi-dang-bo-tphcm-giua-long-pho-di-bo-nguyen-hue-20251010220920220.htm
26,https://dantri.com.vn/thoi-su/hien-thuc-hoa-khat-vong-tphcm-vuon-ra-bien-20251011144453261.htm,Hiện thực hóa khát vọng TPHCM vươn ra biển | Báo Dân trí,https://dantri.com.vn/thoi-su/tphcm-khoi-cong-cung-thieu-nhi-nghin-ty-o-khu-thu-thiem-20251010105443598.htm
27,https://dantri.com.vn/thoi-su/tong-bi-thu-to-lam-du-khanh-thanh-tuong-chu-tich-ho-chi-minh-tai-bulgaria-20251025084851018.htm,Tổng Bí thư Tô Lâm dự khánh thành Tượng Chủ tịch Hồ Chí Minh tại Bulgaria,https://dantri.com.vn/thoi-su/tong-bi-thu-to-lam-tham-cong-ty-cong-nghiep-quoc-phong-samel-90-20251024183314490.htm
27,https://dantri.com.vn/thoi-su/tong-bi-thu-to-lam-du-khanh-thanh-tuong-chu-tich-ho-chi-minh-tai-bulgaria-20251025084851018.htm,Tổng Bí thư Tô Lâm dự khánh thành Tượng Chủ tịch Hồ Chí Minh tại Bulgaria,https://dantri.com.vn/thoi-su/tong-bi-thu-mong-bulgaria-la-cua-ngo-cho-hang-viet-vao-thi-truong-eu-20251024222330188.htm
28,https://dantri.com.vn/thoi-su/nghien-cuu-bo-sung-co-cau-co-dai-bieu-quoc-hoi-la-nguoi-khuyet-tat-20251209144032115.htm,"“Nghiên cứu, bổ sung cơ cấu có đại biểu quốc hội là người khuyết tật”",https://dantri.com.vn/thoi-su/tong-bi-thu-tang-truong-nhung-het-thang-het-tien-thi-cuoc-song-khong-vui-20251125120125300.htm
30,https://dantri.com.vn/thoi-su/ha-noi-giai-dap-nhung-thac-mac-ve-chuan-bi-cam-xe-may-xang-nhieu-khu-vuc-20251207222714841.htm,Hà Nội giải đáp những thắc mắc về chuẩn bị cấm xe máy xăng nhiều khu vực,https://dantri.com.vn/thoi-su/ha-noi-se-cam-xe-may-xang-o-nhung-tuyen-pho-nao-20250713144911325.htm
30,https://dantri.com.vn/thoi-su/ha-noi-giai-dap-nhung-thac-mac-ve-chuan-bi-cam-xe-may-xang-nhieu-khu-vuc-20251207222714841.htm,Hà Nội giải đáp những thắc mắc về chuẩn bị cấm xe máy xăng nhiều khu vực,https://dantri.com.vn/thoi-su/ha-noi-se-cam-xe-may-xang-theo-gio-o-nhung-khu-vuc-nao-20251124094342969.htm
30,https://dantri.com.vn/thoi-su/ha-noi-giai-dap-nhung-thac-mac-ve-chuan-bi-cam-xe-may-xang-nhieu-khu-vuc-20251207222714841.htm,Hà Nội giải đáp những thắc mắc về chuẩn bị cấm xe máy xăng nhiều khu vực,https://dantri.com.vn/thoi-su/ha-noi-chot-cam-xe-may-xang-theo-gio-trong-vanh-dai-1-20251126175348407.htm
31,https://dantri.com.vn/thoi-su/ngan-hang-adb-vien-tro-2-trieu-usd-khac-phuc-hau-qua-mua-lu-o-mien-trung-20251205201232967.htm,Ngân hàng ADB viện trợ 2 triệu USD khắc phục hậu quả mưa lũ ở miền Trung,https://dantri.com.vn/thoi-su/tiep-nhan-hang-vien-tro-khan-cap-cho-nguoi-dan-da-nang-bi-anh-huong-mua-lu-20251111163933166.htm
31,https://dantri.com.vn/thoi-su/ngan-hang-adb-vien-tro-2-trieu-usd-khac-phuc-hau-qua-mua-lu-o-mien-trung-20251205201232967.htm,Ngân hàng ADB viện trợ 2 triệu USD khắc phục hậu quả mưa lũ ở miền Trung,https://dantri.com.vn/suc-khoe/dan-vung-lu-mien-trung-mac-quan-ao-uot-loi-nuoc-di-kham-benh-20251127090339806.htm
32,https://dantri.com.vn/thoi-su/lien-tuc-phat-hien-vat-nghi-bom-vui-trong-ray-nguoi-dan-20251214143821497.htm,Liên tục phát hiện vật nghi bom vùi trong rẫy người dân,https://dantri.com.vn/thoi-su/di-trong-rung-phat-hien-qua-bom-nang-hon-220kg-20251002193000404.htm
32,https://dantri.com.vn/thoi-su/lien-tuc-phat-hien-vat-nghi-bom-vui-trong-ray-nguoi-dan-20251214143821497.htm,Liên tục phát hiện vật nghi bom vùi trong rẫy người dân,https://dantri.com.vn/thoi-su/phat-hien-3-qua-bom-m117-o-bac-ninh-20251113212813861.htm
32,https://dantri.com.vn/thoi-su/lien-tuc-phat-hien-vat-nghi-bom-vui-trong-ray-nguoi-dan-20251214143821497.htm,Liên tục phát hiện vật nghi bom vùi trong rẫy người dân,https://dantri.com.vn/thoi-su/huy-no-ba-qua-bom-sot-lai-tu-thoi-chien-tranh-o-lam-dong-20250730143909946.htm
32,https://dantri.com.vn/thoi-su/lien-tuc-phat-hien-vat-nghi-bom-vui-trong-ray-nguoi-dan-20251214143821497.htm,Liên tục phát hiện vật nghi bom vùi trong rẫy người dân,https://dantri.com.vn/thoi-su/tu-than-phat-lo-khi-nuoc-song-rut-can-20251107141433078.htm
33,https://dantri.com.vn/thoi-su/ban-bi-thu-giam-so-luong-hoi-nghi-lanh-dao-ket-luan-khong-qua-50-phut-20251213094530865.htm,"Ban Bí thư: Giảm số lượng hội nghị, lãnh đạo kết luận không quá 50 phút",https://dantri.com.vn/thoi-su/bo-chinh-tri-hoan-thanh-sap-xep-cac-truong-cong-lap-cap-xa-truoc-3112-20251128134048128.htm
34,https://dantri.com.vn/thoi-su/ra-mat-uy-ban-kiem-tra-thanh-uy-tphcm-nhiem-ky-2025-2030-20251015104236329.htm,Ra mắt Ủy ban Kiểm tra Thành ủy TPHCM nhiệm kỳ 2025-2030,https://dantri.com.vn/thoi-su/cac-nhiem-vu-trong-yeu-cua-tphcm-trong-xay-dung-dang-20251011152553469.htm
35,https://dantri.com.vn/thoi-su/dat-da-vui-lap-tuyen-duong-vao-khu-nghi-duong-cao-cap-20251203215836449.htm,Đất đá vùi lấp tuyến đường vào khu nghỉ dưỡng cao cấp,https://dantri.com.vn/thoi-su/cau-bi-xo-nghieng-sat-lo-bua-vay-duong-nha-dan-tren-dinh-truong-son-20251123080840739.htm
35,https://dantri.com.vn/thoi-su/dat-da-vui-lap-tuyen-duong-vao-khu-nghi-duong-cao-cap-20251203215836449.htm,Đất đá vùi lấp tuyến đường vào khu nghỉ dưỡng cao cấp,https://dantri.com.vn/thoi-su/duong-len-dinh-bach-ma-sat-lo-nghiem-trong-sau-mua-ky-luc-cap-ngam-bi-dut-20251105170807449.htm
35,https://dantri.com.vn/thoi-su/dat-da-vui-lap-tuyen-duong-vao-khu-nghi-duong-cao-cap-20251203215836449.htm,Đất đá vùi lấp tuyến đường vào khu nghỉ dưỡng cao cấp,https://dantri.com.vn/thoi-su/hien-trang-sat-lo-bua-vay-cao-toc-2-lan-xe-la-son-hoa-lien-20251108153213223.htm
35,https://dantri.com.vn/thoi-su/dat-da-vui-lap-tuyen-duong-vao-khu-nghi-duong-cao-cap-20251203215836449.htm,Đất đá vùi lấp tuyến đường vào khu nghỉ dưỡng cao cấp,https://dantri.com.vn/thoi-su/huy-dong-gan-80-chien-si-gia-co-diem-sat-lo-nghiem-trong-doc-bo-song-bu-lu-20251018184702789.htm
36,https://dantri.com.vn/thoi-su/tong-bi-thu-can-bo-kiem-tra-phai-khong-chiu-bat-ky-suc-ep-cam-do-nao-20251124142038821.htm,"Tổng Bí thư: Cán bộ kiểm tra phải ""không chịu bất kỳ sức ép, cám dỗ nào”",https://dantri.com.vn/thoi-su/tong-bi-thu-khong-co-vung-toi-nao-cong-tac-kiem-tra-khong-vuon-toi-duoc-20250924114652852.htm
37,https://dantri.com.vn/thoi-su/loai-bo-ngay-tu-dau-nhung-nguoi-co-bieu-hien-tham-vong-quyen-luc-20251115111144013.htm,"""Loại bỏ ngay từ đầu những người có biểu hiện tham vọng quyền lực""",https://dantri.com.vn/thoi-su/uy-vien-trung-uong-lam-truong-doan-dbqh-khong-giu-qua-3-chuc-danh-lanh-dao-20251115090705997.htm
37,https://dantri.com.vn/thoi-su/loai-bo-ngay-tu-dau-nhung-nguoi-co-bieu-hien-tham-vong-quyen-luc-20251115111144013.htm,"""Loại bỏ ngay từ đầu những người có biểu hiện tham vọng quyền lực""",https://dantri.com.vn/thoi-su/thuc-hien-cong-tac-nhan-su-theo-dung-dinh-huong-cua-bo-chinh-tri-20251115101143126.htm
37,https://dantri.com.vn/thoi-su/loai-bo-ngay-tu-dau-nhung-nguoi-co-bieu-hien-tham-vong-quyen-luc-20251115111144013.htm,"""Loại bỏ ngay từ đầu những người có biểu hiện tham vọng quyền lực""",https://dantri.com.vn/thoi-su/tong-bi-thu-kien-quyet-khong-de-chay-suat-ung-cu-chay-phieu-bau-20251115103723589.htm
37,https://dantri.com.vn/thoi-su/loai-bo-ngay-tu-dau-nhung-nguoi-co-bieu-hien-tham-vong-quyen-luc-20251115111144013.htm,"""Loại bỏ ngay từ đầu những người có biểu hiện tham vọng quyền lực""",https://dantri.com.vn/thoi-su/nhung-diem-moi-quan-trong-cua-cuoc-bau-cu-dai-bieu-quoc-hoi-khoa-xvi-20251115083009766.htm
